Motif	Factor	Evidence	Curated
GM.5.0.Prospero.0001	prox1b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf6b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf7a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf7b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf6b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf7a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf7b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf8	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf8	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf6a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf6a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5l	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5l	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5b	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf5a	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf3	Orthologs	N
GM.5.0.C2H2_ZF.0213	klf3	Orthologs	N
GM.5.0.IRF.0017	irf8	Orthologs	N
GM.5.0.IRF.0017	irf10	Orthologs	N
GM.5.0.IRF.0017	irf4a	Orthologs	N
GM.5.0.IRF.0017	irf4l	Orthologs	N
GM.5.0.IRF.0017	irf4b	Orthologs	N
GM.5.0.IRF.0017	irf8	Orthologs	N
GM.5.0.IRF.0017	irf10	Orthologs	N
GM.5.0.IRF.0017	irf4a	Orthologs	N
GM.5.0.IRF.0017	irf4l	Orthologs	N
GM.5.0.IRF.0017	irf4b	Orthologs	N
GM.5.0.Mixed.0081	tcf7l1a	Orthologs	N
GM.5.0.Mixed.0081	tcf7l1b	Orthologs	N
GM.5.0.Mixed.0081	tcf7l2	Orthologs	N
GM.5.0.Mixed.0081	tcf7l1a	Orthologs	N
GM.5.0.Mixed.0081	tcf7l1b	Orthologs	N
GM.5.0.Mixed.0081	tcf7l2	Orthologs	N
GM.5.0.bHLH.0100	LOC100535945	Orthologs	N
GM.5.0.bHLH.0100	LOC100535945	Orthologs	N
GM.5.0.p53.0008	tp53	Orthologs	N
GM.5.0.p53.0008	tp53	Orthologs	N
GM.5.0.Forkhead.0047	foxq1b	Orthologs	N
GM.5.0.Forkhead.0047	foxq1a	Orthologs	N
GM.5.0.Forkhead.0047	foxq1b	Orthologs	N
GM.5.0.Forkhead.0047	foxq1a	Orthologs	N
GM.5.0.Forkhead.0047	foxk2	Orthologs	N
GM.5.0.Forkhead.0047	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0047	foxk1	Orthologs	N
GM.5.0.Forkhead.0047	foxk2	Orthologs	N
GM.5.0.Forkhead.0047	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0047	foxk1	Orthologs	N
GM.5.0.Forkhead.0047	foxb1b	Orthologs	N
GM.5.0.Forkhead.0047	foxb1a	Orthologs	N
GM.5.0.Forkhead.0047	foxb2	Orthologs	N
GM.5.0.Forkhead.0047	foxb1b	Orthologs	N
GM.5.0.Forkhead.0047	foxb1a	Orthologs	N
GM.5.0.Forkhead.0047	foxb2	Orthologs	N
GM.5.0.Forkhead.0047	foxd5	Orthologs	N
GM.5.0.Forkhead.0047	foxd1	Orthologs	N
GM.5.0.Forkhead.0047	foxd2	Orthologs	N
GM.5.0.Forkhead.0047	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0047	foxd3	Orthologs	N
GM.5.0.Forkhead.0047	foxd5	Orthologs	N
GM.5.0.Forkhead.0047	foxd1	Orthologs	N
GM.5.0.Forkhead.0047	foxd2	Orthologs	N
GM.5.0.Forkhead.0047	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0047	foxd3	Orthologs	N
GM.5.0.Forkhead.0047	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0047	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0047	foxl2	Orthologs	N
GM.5.0.Forkhead.0047	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0047	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0047	foxl2	Orthologs	N
GM.5.0.Forkhead.0047	foxa3	Orthologs	N
GM.5.0.Forkhead.0047	foxa2	Orthologs	N
GM.5.0.Forkhead.0047	foxa1	Orthologs	N
GM.5.0.Forkhead.0047	foxa3	Orthologs	N
GM.5.0.Forkhead.0047	foxa2	Orthologs	N
GM.5.0.Forkhead.0047	foxa1	Orthologs	N
GM.5.0.Forkhead.0047	foxe1	Orthologs	N
GM.5.0.Forkhead.0047	foxe3	Orthologs	N
GM.5.0.Forkhead.0047	foxe1	Orthologs	N
GM.5.0.Forkhead.0047	foxe3	Orthologs	N
GM.5.0.Forkhead.0047	ap5z1	Orthologs	N
GM.5.0.Forkhead.0047	ap5z1	Orthologs	N
GM.5.0.Forkhead.0047	foxi2	Orthologs	N
GM.5.0.Forkhead.0047	foxi3b	Orthologs	N
GM.5.0.Forkhead.0047	foxi3a	Orthologs	N
GM.5.0.Forkhead.0047	foxi1	Orthologs	N
GM.5.0.Forkhead.0047	foxi2	Orthologs	N
GM.5.0.Forkhead.0047	foxi3b	Orthologs	N
GM.5.0.Forkhead.0047	foxi3a	Orthologs	N
GM.5.0.Forkhead.0047	foxi1	Orthologs	N
GM.5.0.Forkhead.0047	foxf2a	Orthologs	N
GM.5.0.Forkhead.0047	foxf2b	Orthologs	N
GM.5.0.Forkhead.0047	foxf1	Orthologs	N
GM.5.0.Forkhead.0047	foxf2a	Orthologs	N
GM.5.0.Forkhead.0047	foxf2b	Orthologs	N
GM.5.0.Forkhead.0047	foxf1	Orthologs	N
GM.5.0.Ets.0039	ef1	Orthologs	N
GM.5.0.Ets.0039	ef1	Orthologs	N
GM.5.0.Unknown.0115	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0116	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0117	bcl3	Orthologs	N
GM.5.0.Unknown.0117	bcl3	Orthologs	N
GM.5.0.Unknown.0118	hdac1	Orthologs	N
GM.5.0.Unknown.0118	hdac1	Orthologs	N
GM.5.0.Ets.0040	etv7	Orthologs	N
GM.5.0.Ets.0040	etv7	Orthologs	N
GM.5.0.bZIP.0081	tefa	Orthologs	N
GM.5.0.bZIP.0081	tefb	Orthologs	N
GM.5.0.bZIP.0081	hlfb	Orthologs	N
GM.5.0.bZIP.0081	hlfa	Orthologs	N
GM.5.0.bZIP.0081	tefa	Orthologs	N
GM.5.0.bZIP.0081	tefb	Orthologs	N
GM.5.0.bZIP.0081	hlfb	Orthologs	N
GM.5.0.bZIP.0081	hlfa	Orthologs	N
GM.5.0.Unknown.0119	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0101	myca	Orthologs	N
GM.5.0.bHLH.0101	mycb	Orthologs	N
GM.5.0.bHLH.0101	myca	Orthologs	N
GM.5.0.bHLH.0101	mycb	Orthologs	N
GM.5.0.Unknown.0120	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.HSF.0007	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.SMAD.0019	smad3a	Orthologs	N
GM.5.0.SMAD.0019	smad3b	Orthologs	N
GM.5.0.SMAD.0019	smad2	Orthologs	N
GM.5.0.SMAD.0019	smad3a	Orthologs	N
GM.5.0.SMAD.0019	smad3b	Orthologs	N
GM.5.0.SMAD.0019	smad2	Orthologs	N
GM.5.0.Mixed.0082	pou5f3	Orthologs	N
GM.5.0.Mixed.0082	pou5f3	Orthologs	N
GM.5.0.Mixed.0082	nanog	Orthologs	N
GM.5.0.Mixed.0082	nanog	Orthologs	N
GM.5.0.C2H2_ZF.0214	LOC103911751	Orthologs	N
GM.5.0.C2H2_ZF.0214	LOC103911751	Orthologs	N
GM.5.0.C2H2_ZF.0215	wt1a	Orthologs	N
GM.5.0.C2H2_ZF.0215	wt1b	Orthologs	N
GM.5.0.C2H2_ZF.0215	wt1a	Orthologs	N
GM.5.0.C2H2_ZF.0215	wt1b	Orthologs	N
GM.5.0.Unknown.0121	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0082	jun	Orthologs	N
GM.5.0.bZIP.0082	jun	Orthologs	N
GM.5.0.Unknown.0122	pknox2	Orthologs	N
GM.5.0.Unknown.0122	pknox2	Orthologs	N
GM.5.0.Unknown.0122	pknox1.1	Orthologs	N
GM.5.0.Unknown.0122	pknox1.2	Orthologs	N
GM.5.0.Unknown.0122	pknox1.1	Orthologs	N
GM.5.0.Unknown.0122	pknox1.2	Orthologs	N
GM.5.0.Unknown.0122	pbx1a	Orthologs	N
GM.5.0.Unknown.0122	pbx1b	Orthologs	N
GM.5.0.Unknown.0122	pbx3a	Orthologs	N
GM.5.0.Unknown.0122	pbx3b	Orthologs	N
GM.5.0.Unknown.0122	pbx2	Orthologs	N
GM.5.0.Unknown.0122	LOC100537845	Orthologs	N
GM.5.0.Unknown.0122	pbx4	Orthologs	N
GM.5.0.Unknown.0122	pbx1a	Orthologs	N
GM.5.0.Unknown.0122	pbx1b	Orthologs	N
GM.5.0.Unknown.0122	pbx3a	Orthologs	N
GM.5.0.Unknown.0122	pbx3b	Orthologs	N
GM.5.0.Unknown.0122	pbx2	Orthologs	N
GM.5.0.Unknown.0122	LOC100537845	Orthologs	N
GM.5.0.Unknown.0122	pbx4	Orthologs	N
GM.5.0.C2H2_ZF.0216	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0102	ptf1a	Orthologs	N
GM.5.0.bHLH.0102	ptf1a	Orthologs	N
GM.5.0.bHLH.0102	ferd3l	Orthologs	N
GM.5.0.bHLH.0102	ferd3l	Orthologs	N
GM.5.0.Homeodomain.0166	pknox1.1	Orthologs	N
GM.5.0.Homeodomain.0166	pknox1.2	Orthologs	N
GM.5.0.Homeodomain.0166	pknox1.1	Orthologs	N
GM.5.0.Homeodomain.0166	pknox1.2	Orthologs	N
GM.5.0.Forkhead.0048	foxp3a	Orthologs	N
GM.5.0.Forkhead.0048	foxp3b	Orthologs	N
GM.5.0.Forkhead.0048	foxp1a	Orthologs	N
GM.5.0.Forkhead.0048	foxp3a	Orthologs	N
GM.5.0.Forkhead.0048	foxp3b	Orthologs	N
GM.5.0.Forkhead.0048	foxp1a	Orthologs	N
GM.5.0.bZIP.0083	cebpa	Orthologs	N
GM.5.0.bZIP.0083	cebpa	Orthologs	N
GM.5.0.bZIP.0083	cebpz	Orthologs	N
GM.5.0.bZIP.0083	cebpz	Orthologs	N
GM.5.0.Mixed.0083	pax2b	Orthologs	N
GM.5.0.Mixed.0083	pax2a	Orthologs	N
GM.5.0.Mixed.0083	pax2b	Orthologs	N
GM.5.0.Mixed.0083	pax2a	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli1	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli1	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli2a	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli3	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli2a	Orthologs	N
GM.5.0.C2H2_ZF.0217	gli3	Orthologs	N
GM.5.0.Homeodomain.0167	nanog	Orthologs	N
GM.5.0.Homeodomain.0167	nanog	Orthologs	N
GM.5.0.Unknown.0123	rad21l1	Orthologs	N
GM.5.0.Unknown.0123	rad21b	Orthologs	N
GM.5.0.Unknown.0123	rad21a	Orthologs	N
GM.5.0.Unknown.0123	rad21l1	Orthologs	N
GM.5.0.Unknown.0123	rad21b	Orthologs	N
GM.5.0.Unknown.0123	rad21a	Orthologs	N
GM.5.0.bZIP.0084	atf3	Orthologs	N
GM.5.0.bZIP.0084	jdp2b	Orthologs	N
GM.5.0.bZIP.0084	atf3	Orthologs	N
GM.5.0.bZIP.0084	jdp2b	Orthologs	N
GM.5.0.Unknown.0124	hltf	Orthologs	N
GM.5.0.Unknown.0124	hltf	Orthologs	N
GM.5.0.Unknown.0125	pias4a	Orthologs	N
GM.5.0.Unknown.0125	pias4a	Orthologs	N
GM.5.0.Unknown.0125	pias2	Orthologs	N
GM.5.0.Unknown.0125	pias2	Orthologs	N
GM.5.0.Unknown.0125	pias1a	Orthologs	N
GM.5.0.Unknown.0125	pias1b	Orthologs	N
GM.5.0.Unknown.0125	pias1a	Orthologs	N
GM.5.0.Unknown.0125	pias1b	Orthologs	N
GM.5.0.Unknown.0126	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Paired_box.0017	pax5	Orthologs	N
GM.5.0.Paired_box.0017	pax5	Orthologs	N
GM.5.0.Mixed.0084	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0085	pou6f1	Orthologs	N
GM.5.0.Mixed.0085	pou6f1	Orthologs	N
GM.5.0.Unknown.0127	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Forkhead.0049	foxd5	Orthologs	N
GM.5.0.Forkhead.0049	foxd1	Orthologs	N
GM.5.0.Forkhead.0049	foxd2	Orthologs	N
GM.5.0.Forkhead.0049	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0049	foxd3	Orthologs	N
GM.5.0.Forkhead.0049	foxd5	Orthologs	N
GM.5.0.Forkhead.0049	foxd1	Orthologs	N
GM.5.0.Forkhead.0049	foxd2	Orthologs	N
GM.5.0.Forkhead.0049	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0049	foxd3	Orthologs	N
GM.5.0.Forkhead.0049	foxk2	Orthologs	N
GM.5.0.Forkhead.0049	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0049	foxk1	Orthologs	N
GM.5.0.Forkhead.0049	foxk2	Orthologs	N
GM.5.0.Forkhead.0049	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0049	foxk1	Orthologs	N
GM.5.0.Forkhead.0049	foxq1b	Orthologs	N
GM.5.0.Forkhead.0049	foxq1a	Orthologs	N
GM.5.0.Forkhead.0049	foxq1b	Orthologs	N
GM.5.0.Forkhead.0049	foxq1a	Orthologs	N
GM.5.0.Forkhead.0049	foxb1b	Orthologs	N
GM.5.0.Forkhead.0049	foxb1a	Orthologs	N
GM.5.0.Forkhead.0049	foxb2	Orthologs	N
GM.5.0.Forkhead.0049	foxb1b	Orthologs	N
GM.5.0.Forkhead.0049	foxb1a	Orthologs	N
GM.5.0.Forkhead.0049	foxb2	Orthologs	N
GM.5.0.Forkhead.0049	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0049	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0049	foxl2	Orthologs	N
GM.5.0.Forkhead.0049	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0049	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0049	foxl2	Orthologs	N
GM.5.0.Forkhead.0049	foxa3	Orthologs	N
GM.5.0.Forkhead.0049	foxa2	Orthologs	N
GM.5.0.Forkhead.0049	foxa1	Orthologs	N
GM.5.0.Forkhead.0049	foxa3	Orthologs	N
GM.5.0.Forkhead.0049	foxa2	Orthologs	N
GM.5.0.Forkhead.0049	foxa1	Orthologs	N
GM.5.0.Forkhead.0049	foxe1	Orthologs	N
GM.5.0.Forkhead.0049	foxe3	Orthologs	N
GM.5.0.Forkhead.0049	foxe1	Orthologs	N
GM.5.0.Forkhead.0049	foxe3	Orthologs	N
GM.5.0.Forkhead.0049	ap5z1	Orthologs	N
GM.5.0.Forkhead.0049	ap5z1	Orthologs	N
GM.5.0.Forkhead.0049	foxi2	Orthologs	N
GM.5.0.Forkhead.0049	foxi3b	Orthologs	N
GM.5.0.Forkhead.0049	foxi3a	Orthologs	N
GM.5.0.Forkhead.0049	foxi1	Orthologs	N
GM.5.0.Forkhead.0049	foxi2	Orthologs	N
GM.5.0.Forkhead.0049	foxi3b	Orthologs	N
GM.5.0.Forkhead.0049	foxi3a	Orthologs	N
GM.5.0.Forkhead.0049	foxi1	Orthologs	N
GM.5.0.Forkhead.0049	foxf2a	Orthologs	N
GM.5.0.Forkhead.0049	foxf2b	Orthologs	N
GM.5.0.Forkhead.0049	foxf1	Orthologs	N
GM.5.0.Forkhead.0049	foxf2a	Orthologs	N
GM.5.0.Forkhead.0049	foxf2b	Orthologs	N
GM.5.0.Forkhead.0049	foxf1	Orthologs	N
GM.5.0.C2H2_ZF.0218	LOC110438533	Orthologs	N
GM.5.0.C2H2_ZF.0218	sp1	Orthologs	N
GM.5.0.C2H2_ZF.0218	LOC110438533	Orthologs	N
GM.5.0.C2H2_ZF.0218	sp1	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f1a	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f2	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f1b	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f5	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f1a	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f2	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f1b	Orthologs	N
GM.5.0.Nuclear_receptor.0114	nr2f5	Orthologs	N
GM.5.0.Nuclear_receptor.0115	nr2f6b	Orthologs	N
GM.5.0.Nuclear_receptor.0115	nr2f6a	Orthologs	N
GM.5.0.Nuclear_receptor.0115	nr2f6b	Orthologs	N
GM.5.0.Nuclear_receptor.0115	nr2f6a	Orthologs	N
GM.5.0.Grainyhead.0008	tfcp2	Orthologs	N
GM.5.0.Grainyhead.0008	ubp1	Orthologs	N
GM.5.0.Grainyhead.0008	tfcp2l1	Orthologs	N
GM.5.0.Grainyhead.0008	tfcp2	Orthologs	N
GM.5.0.Grainyhead.0008	ubp1	Orthologs	N
GM.5.0.Grainyhead.0008	tfcp2l1	Orthologs	N
GM.5.0.bHLH.0103	bhlhe40	Orthologs	N
GM.5.0.bHLH.0103	bhlhe40	Orthologs	N
GM.5.0.Mixed.0086	tbpl2	Orthologs	N
GM.5.0.Mixed.0086	tbp	Orthologs	N
GM.5.0.Mixed.0086	tbpl2	Orthologs	N
GM.5.0.Mixed.0086	tbp	Orthologs	N
GM.5.0.Mixed.0086	taf1	Orthologs	N
GM.5.0.Mixed.0086	taf1	Orthologs	N
GM.5.0.Mixed.0086	polr2a	Orthologs	N
GM.5.0.Mixed.0086	polr2a	Orthologs	N
GM.5.0.Mixed.0086	nelfe	Orthologs	N
GM.5.0.Mixed.0086	nelfe	Orthologs	N
GM.5.0.Mixed.0087	ctcf	Orthologs	N
GM.5.0.Mixed.0087	ctcf	Orthologs	N
GM.5.0.Mixed.0087	rad21l1	Orthologs	N
GM.5.0.Mixed.0087	rad21b	Orthologs	N
GM.5.0.Mixed.0087	rad21a	Orthologs	N
GM.5.0.Mixed.0087	rad21l1	Orthologs	N
GM.5.0.Mixed.0087	rad21b	Orthologs	N
GM.5.0.Mixed.0087	rad21a	Orthologs	N
GM.5.0.Mixed.0087	smc3	Orthologs	N
GM.5.0.Mixed.0087	smc3	Orthologs	N
GM.5.0.Rel.0023	nfkb2	Orthologs	N
GM.5.0.Rel.0023	nfkb2	Orthologs	N
GM.5.0.Myb_SANT.0015	smarca5	Orthologs	N
GM.5.0.Myb_SANT.0015	smarca1	Orthologs	N
GM.5.0.Myb_SANT.0015	smarca5	Orthologs	N
GM.5.0.Myb_SANT.0015	smarca1	Orthologs	N
GM.5.0.Homeodomain.0168	nkx2.5	Orthologs	N
GM.5.0.Homeodomain.0168	nkx2.7	Orthologs	N
GM.5.0.Homeodomain.0168	nkx2.5	Orthologs	N
GM.5.0.Homeodomain.0168	nkx2.7	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr1	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr2b	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr2a	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr1	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr2b	Orthologs	N
GM.5.0.Nuclear_receptor.0116	esr2a	Orthologs	N
GM.5.0.bHLH.0104	usf2	Orthologs	N
GM.5.0.bHLH.0104	usf2	Orthologs	N
GM.5.0.bHLH.0104	usf1l	Orthologs	N
GM.5.0.bHLH.0104	usf1	Orthologs	N
GM.5.0.bHLH.0104	usf1l	Orthologs	N
GM.5.0.bHLH.0104	usf1	Orthologs	N
GM.5.0.STAT.0020	stat3	Orthologs	N
GM.5.0.STAT.0020	stat2	Orthologs	N
GM.5.0.STAT.0020	stat4	Orthologs	N
GM.5.0.STAT.0020	stat1b	Orthologs	N
GM.5.0.STAT.0020	stat1a	Orthologs	N
GM.5.0.STAT.0020	stat3	Orthologs	N
GM.5.0.STAT.0020	stat2	Orthologs	N
GM.5.0.STAT.0020	stat4	Orthologs	N
GM.5.0.STAT.0020	stat1b	Orthologs	N
GM.5.0.STAT.0020	stat1a	Orthologs	N
GM.5.0.RFX.0010	rfx5	Orthologs	N
GM.5.0.RFX.0010	rfx5	Orthologs	N
GM.5.0.RFX.0010	rfx7	Orthologs	N
GM.5.0.RFX.0010	LOC100538179	Orthologs	N
GM.5.0.RFX.0010	rfx7	Orthologs	N
GM.5.0.RFX.0010	LOC100538179	Orthologs	N
GM.5.0.RFX.0010	rfx6	Orthologs	N
GM.5.0.RFX.0010	rfx6	Orthologs	N
GM.5.0.RFX.0010	rfx3	Orthologs	N
GM.5.0.RFX.0010	rfx2	Orthologs	N
GM.5.0.RFX.0010	rfx1b	Orthologs	N
GM.5.0.RFX.0010	rfx1a	Orthologs	N
GM.5.0.RFX.0010	rfx3	Orthologs	N
GM.5.0.RFX.0010	rfx2	Orthologs	N
GM.5.0.RFX.0010	rfx1b	Orthologs	N
GM.5.0.RFX.0010	rfx1a	Orthologs	N
GM.5.0.Nuclear_receptor.0117	nr5a2	Orthologs	N
GM.5.0.Nuclear_receptor.0117	nr5a1b	Orthologs	N
GM.5.0.Nuclear_receptor.0117	nr5a2	Orthologs	N
GM.5.0.Nuclear_receptor.0117	nr5a1b	Orthologs	N
GM.5.0.Nuclear_receptor.0118	nr1i2	Orthologs	N
GM.5.0.Nuclear_receptor.0118	vdrb	Orthologs	N
GM.5.0.Nuclear_receptor.0118	vdra	Orthologs	N
GM.5.0.Nuclear_receptor.0118	nr1i2	Orthologs	N
GM.5.0.Nuclear_receptor.0118	vdrb	Orthologs	N
GM.5.0.Nuclear_receptor.0118	vdra	Orthologs	N
GM.5.0.Unknown.0128	gtf3c2	Orthologs	N
GM.5.0.Unknown.0128	gtf3c2	Orthologs	N
GM.5.0.IRF.0018	irf1a	Orthologs	N
GM.5.0.IRF.0018	irf1b	Orthologs	N
GM.5.0.IRF.0018	irf1a	Orthologs	N
GM.5.0.IRF.0018	irf1b	Orthologs	N
GM.5.0.RFX.0011	rfx3	Orthologs	N
GM.5.0.RFX.0011	rfx2	Orthologs	N
GM.5.0.RFX.0011	rfx1b	Orthologs	N
GM.5.0.RFX.0011	rfx1a	Orthologs	N
GM.5.0.RFX.0011	rfx3	Orthologs	N
GM.5.0.RFX.0011	rfx2	Orthologs	N
GM.5.0.RFX.0011	rfx1b	Orthologs	N
GM.5.0.RFX.0011	rfx1a	Orthologs	N
GM.5.0.C2H2_ZF.0219	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0129	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0105	usf2	Orthologs	N
GM.5.0.bHLH.0105	usf2	Orthologs	N
GM.5.0.Unknown.0130	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparg	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparab	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparaa	Orthologs	N
GM.5.0.Nuclear_receptor.0119	ppardb	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparda	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparg	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparab	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparaa	Orthologs	N
GM.5.0.Nuclear_receptor.0119	ppardb	Orthologs	N
GM.5.0.Nuclear_receptor.0119	pparda	Orthologs	N
GM.5.0.Sox.0034	sox10	Orthologs	N
GM.5.0.Sox.0034	sox9a	Orthologs	N
GM.5.0.Sox.0034	sox10	Orthologs	N
GM.5.0.Sox.0034	sox9a	Orthologs	N
GM.5.0.Unknown.0131	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.STAT.0021	stat3	Orthologs	N
GM.5.0.STAT.0021	stat2	Orthologs	N
GM.5.0.STAT.0021	stat4	Orthologs	N
GM.5.0.STAT.0021	stat1b	Orthologs	N
GM.5.0.STAT.0021	stat1a	Orthologs	N
GM.5.0.STAT.0021	stat3	Orthologs	N
GM.5.0.STAT.0021	stat2	Orthologs	N
GM.5.0.STAT.0021	stat4	Orthologs	N
GM.5.0.STAT.0021	stat1b	Orthologs	N
GM.5.0.STAT.0021	stat1a	Orthologs	N
GM.5.0.bZIP.0085	fosb	Orthologs	N
GM.5.0.bZIP.0085	fosb	Orthologs	N
GM.5.0.bZIP.0085	fosaa	Orthologs	N
GM.5.0.bZIP.0085	si_ch211-153j24.3	Orthologs	N
GM.5.0.bZIP.0085	fosab	Orthologs	N
GM.5.0.bZIP.0085	fosaa	Orthologs	N
GM.5.0.bZIP.0085	si_ch211-153j24.3	Orthologs	N
GM.5.0.bZIP.0085	fosab	Orthologs	N
GM.5.0.bZIP.0085	fosl1a	Orthologs	N
GM.5.0.bZIP.0085	fosl1a	Orthologs	N
GM.5.0.Homeodomain.0169	lhx4	Orthologs	N
GM.5.0.Homeodomain.0169	lhx4	Orthologs	N
GM.5.0.Homeodomain.0169	lhx5	Orthologs	N
GM.5.0.Homeodomain.0169	lhx5	Orthologs	N
GM.5.0.Homeodomain.0169	lhx1a	Orthologs	N
GM.5.0.Homeodomain.0169	lhx1a	Orthologs	N
GM.5.0.RFX.0012	rfx5	Orthologs	N
GM.5.0.RFX.0012	rfx5	Orthologs	N
GM.5.0.C2H2_ZF.0220	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0106	lyl1	Orthologs	N
GM.5.0.bHLH.0106	lyl1	Orthologs	N
GM.5.0.Unknown.0132	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0133	LOC110439851	Orthologs	N
GM.5.0.Unknown.0133	LOC110439851	Orthologs	N
GM.5.0.C2H2_ZF.0221	ctcf	Orthologs	N
GM.5.0.C2H2_ZF.0221	ctcf	Orthologs	N
GM.5.0.Unknown.0134	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0222	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	LOC101883970	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf3b	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf4	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf12	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	LOC101883970	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf3b	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf4	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	tcf12	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	zeb2b	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	zeb2a	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	zeb1a	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	zeb1b	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0004	zeb2b	Orthologs	N
