Motif	Factor	Evidence	Curated
GM.5.0.bHLH.0015	ferd3l	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0015	msx3	Orthologs	N
GM.5.0.Homeodomain.0015	msx1b	Orthologs	N
GM.5.0.Homeodomain.0015	msx2a	Orthologs	N
GM.5.0.Homeodomain.0015	msx2b	Orthologs	N
GM.5.0.Homeodomain.0015	msx1a	Orthologs	N
GM.5.0.Homeodomain.0015	msx3	Orthologs	N
GM.5.0.Homeodomain.0015	msx1b	Orthologs	N
GM.5.0.Homeodomain.0015	msx2a	Orthologs	N
GM.5.0.Homeodomain.0015	msx2b	Orthologs	N
GM.5.0.Homeodomain.0015	msx1a	Orthologs	N
GM.5.0.Homeodomain.0015	hmx3a	Orthologs	N
GM.5.0.Homeodomain.0015	hmx3a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0015	nkx2.3	Orthologs	N
GM.5.0.Homeodomain.0015	nkx2.3	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0015	dlx6a	Orthologs	N
GM.5.0.Homeodomain.0015	dlx6a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0015	emx3	Orthologs	N
GM.5.0.Homeodomain.0015	emx1	Orthologs	N
GM.5.0.Homeodomain.0015	emx2	Orthologs	N
GM.5.0.Homeodomain.0015	emx3	Orthologs	N
GM.5.0.Homeodomain.0015	emx1	Orthologs	N
GM.5.0.Homeodomain.0015	emx2	Orthologs	N
GM.5.0.Homeodomain.0015	drgx	Orthologs	N
GM.5.0.Homeodomain.0015	drgx	Orthologs	N
GM.5.0.Homeodomain.0015	hoxd4a	Orthologs	N
GM.5.0.Homeodomain.0015	hoxd4a	Orthologs	N
GM.5.0.Mixed.0008	nr2c2	Orthologs	N
GM.5.0.Mixed.0008	nr2c1	Orthologs	N
GM.5.0.Mixed.0008	nr2c2	Orthologs	N
GM.5.0.Mixed.0008	nr2c1	Orthologs	N
GM.5.0.Mixed.0008	zbtb33	Orthologs	N
GM.5.0.Mixed.0008	zbtb33	Orthologs	N
GM.5.0.Homeodomain.0016	arid3c	Orthologs	N
GM.5.0.Homeodomain.0016	arid3a	Orthologs	N
GM.5.0.Homeodomain.0016	arid3c	Orthologs	N
GM.5.0.Homeodomain.0016	arid3a	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1ba	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0016	lmx1ba	Orthologs	N
GM.5.0.C2H2_ZF.0015	mbtps2	Orthologs	N
GM.5.0.C2H2_ZF.0015	mbtps2	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf1l	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf1	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf1l	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf1	Orthologs	N
GM.5.0.C2H2_ZF.0015	yy1b	Orthologs	N
GM.5.0.C2H2_ZF.0015	yy1a	Orthologs	N
GM.5.0.C2H2_ZF.0015	yy1b	Orthologs	N
GM.5.0.C2H2_ZF.0015	yy1a	Orthologs	N
GM.5.0.C2H2_ZF.0015	taf1	Orthologs	N
GM.5.0.C2H2_ZF.0015	taf1	Orthologs	N
GM.5.0.C2H2_ZF.0015	nr3c1	Orthologs	N
GM.5.0.C2H2_ZF.0015	nr3c1	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf2	Orthologs	N
GM.5.0.C2H2_ZF.0015	usf2	Orthologs	N
GM.5.0.Nuclear_receptor.0011	pgr	Orthologs	N
GM.5.0.Nuclear_receptor.0011	ar	Orthologs	N
GM.5.0.Nuclear_receptor.0011	pgr	Orthologs	N
GM.5.0.Nuclear_receptor.0011	ar	Orthologs	N
GM.5.0.Nuclear_receptor.0011	nr3c1	Orthologs	N
GM.5.0.Nuclear_receptor.0011	nr3c1	Orthologs	N
GM.5.0.Nuclear_receptor.0011	nr3c2	Orthologs	N
GM.5.0.Nuclear_receptor.0011	nr3c2	Orthologs	N
GM.5.0.Homeodomain.0017	pdx1	Orthologs	N
GM.5.0.Homeodomain.0017	pdx1	Orthologs	N
GM.5.0.Homeodomain.0017	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0017	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0017	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0017	hoxa4a	Orthologs	N
GM.5.0.GATA.0004	gata6	Orthologs	N
GM.5.0.GATA.0004	gata6	Orthologs	N
GM.5.0.GATA.0004	gata4	Orthologs	N
GM.5.0.GATA.0004	gata4	Orthologs	N
GM.5.0.GATA.0004	gata1b	Orthologs	N
GM.5.0.GATA.0004	gata1a	Orthologs	N
GM.5.0.GATA.0004	gata2a	Orthologs	N
GM.5.0.GATA.0004	gata3	Orthologs	N
GM.5.0.GATA.0004	gata1b	Orthologs	N
GM.5.0.GATA.0004	gata1a	Orthologs	N
GM.5.0.GATA.0004	gata2a	Orthologs	N
GM.5.0.GATA.0004	gata3	Orthologs	N
GM.5.0.GATA.0004	gata5	Orthologs	N
GM.5.0.GATA.0004	gata5	Orthologs	N
GM.5.0.GATA.0004	lmo2	Orthologs	N
GM.5.0.GATA.0004	lmo2	Orthologs	N
GM.5.0.Sox.0006	sox7	Orthologs	N
GM.5.0.Sox.0006	sox7	Orthologs	N
GM.5.0.Sox.0006	sox21b	Orthologs	N
GM.5.0.Sox.0006	sox14	Orthologs	N
GM.5.0.Sox.0006	sox21b	Orthologs	N
GM.5.0.Sox.0006	sox14	Orthologs	N
GM.5.0.Sox.0006	sox17	Orthologs	N
GM.5.0.Sox.0006	sox18	Orthologs	N
GM.5.0.Sox.0006	sox17	Orthologs	N
GM.5.0.Sox.0006	sox18	Orthologs	N
GM.5.0.Sox.0006	sox2	Orthologs	N
GM.5.0.Sox.0006	sox1a	Orthologs	N
GM.5.0.Sox.0006	sox1b	Orthologs	N
GM.5.0.Sox.0006	sox3	Orthologs	N
GM.5.0.Sox.0006	sox2	Orthologs	N
GM.5.0.Sox.0006	sox1a	Orthologs	N
GM.5.0.Sox.0006	sox1b	Orthologs	N
GM.5.0.Sox.0006	sox3	Orthologs	N
GM.5.0.C2H2_ZF.0016	osr1	Orthologs	N
GM.5.0.C2H2_ZF.0016	osr2	Orthologs	N
GM.5.0.C2H2_ZF.0016	osr1	Orthologs	N
GM.5.0.C2H2_ZF.0016	osr2	Orthologs	N
GM.5.0.bHLH.0016	srebf1	Orthologs	N
GM.5.0.bHLH.0016	srebf2	Orthologs	N
GM.5.0.bHLH.0016	srebf1	Orthologs	N
GM.5.0.bHLH.0016	srebf2	Orthologs	N
GM.5.0.bHLH.0016	yy1b	Orthologs	N
GM.5.0.bHLH.0016	yy1a	Orthologs	N
GM.5.0.bHLH.0016	yy1b	Orthologs	N
GM.5.0.bHLH.0016	yy1a	Orthologs	N
GM.5.0.bHLH.0016	sin3b	Orthologs	N
GM.5.0.bHLH.0016	sin3ab	Orthologs	N
GM.5.0.bHLH.0016	sin3aa	Orthologs	N
GM.5.0.bHLH.0016	sin3b	Orthologs	N
GM.5.0.bHLH.0016	sin3ab	Orthologs	N
GM.5.0.bHLH.0016	sin3aa	Orthologs	N
GM.5.0.bHLH.0016	atf3	Orthologs	N
GM.5.0.bHLH.0016	jdp2b	Orthologs	N
GM.5.0.bHLH.0016	atf3	Orthologs	N
GM.5.0.bHLH.0016	jdp2b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f3	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f3	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f1a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f1b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f1a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f1b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f1	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f3a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f3b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f2b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f1	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f3a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f3b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou3f2b	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	LOC100537384	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou2f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0004	LOC100537384	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou5f3	Orthologs	N
GM.5.0.Homeodomain_POU.0004	pou5f3	Orthologs	N
GM.5.0.Homeodomain_POU.0004	tbpl2	Orthologs	N
GM.5.0.Homeodomain_POU.0004	tbp	Orthologs	N
GM.5.0.Homeodomain_POU.0004	tbpl2	Orthologs	N
GM.5.0.Homeodomain_POU.0004	tbp	Orthologs	N
GM.5.0.Mixed.0009	rest	Orthologs	N
GM.5.0.Mixed.0009	rest	Orthologs	N
GM.5.0.Mixed.0009	sin3b	Orthologs	N
GM.5.0.Mixed.0009	sin3ab	Orthologs	N
GM.5.0.Mixed.0009	sin3aa	Orthologs	N
GM.5.0.Mixed.0009	sin3b	Orthologs	N
GM.5.0.Mixed.0009	sin3ab	Orthologs	N
GM.5.0.Mixed.0009	sin3aa	Orthologs	N
GM.5.0.Mixed.0010	egr1	Orthologs	N
GM.5.0.Mixed.0010	egr1	Orthologs	N
GM.5.0.Mixed.0010	setdb1a	Orthologs	N
GM.5.0.Mixed.0010	setdb1b	Orthologs	N
GM.5.0.Mixed.0010	setdb1a	Orthologs	N
GM.5.0.Mixed.0010	setdb1b	Orthologs	N
GM.5.0.Ets.0006	znf143a	Orthologs	N
GM.5.0.Ets.0006	znf143b	Orthologs	N
GM.5.0.Ets.0006	znf143a	Orthologs	N
GM.5.0.Ets.0006	znf143b	Orthologs	N
GM.5.0.Ets.0006	erf	Orthologs	N
GM.5.0.Ets.0006	erfl3	Orthologs	N
GM.5.0.Ets.0006	erf	Orthologs	N
GM.5.0.Ets.0006	erfl3	Orthologs	N
GM.5.0.Ets.0006	smarcc2	Orthologs	N
GM.5.0.Ets.0006	smarcc1a	Orthologs	N
GM.5.0.Ets.0006	smarcc2	Orthologs	N
GM.5.0.Ets.0006	smarcc1a	Orthologs	N
GM.5.0.Ets.0006	znf76	Orthologs	N
GM.5.0.Ets.0006	znf76	Orthologs	N
GM.5.0.Ets.0006	fev	Orthologs	N
GM.5.0.Ets.0006	fev	Orthologs	N
GM.5.0.Ets.0006	ets1	Orthologs	N
GM.5.0.Ets.0006	ets1	Orthologs	N
GM.5.0.Ets.0006	nrf1	Orthologs	N
GM.5.0.Ets.0006	nrf1	Orthologs	N
GM.5.0.Ets.0006	ets2	Orthologs	N
GM.5.0.Ets.0006	ets2	Orthologs	N
GM.5.0.C2H2_ZF.0017	LOC563292	Orthologs	N
GM.5.0.C2H2_ZF.0017	zfx	Orthologs	N
GM.5.0.C2H2_ZF.0017	LOC563292	Orthologs	N
GM.5.0.C2H2_ZF.0017	zfx	Orthologs	N
GM.5.0.C2H2_ZF.0017	znf711	Orthologs	N
GM.5.0.C2H2_ZF.0017	znf711	Orthologs	N
GM.5.0.Unknown.0001	rad21l1	Orthologs	N
GM.5.0.Unknown.0001	rad21b	Orthologs	N
GM.5.0.Unknown.0001	rad21a	Orthologs	N
GM.5.0.Unknown.0001	rad21l1	Orthologs	N
GM.5.0.Unknown.0001	rad21b	Orthologs	N
GM.5.0.Unknown.0001	rad21a	Orthologs	N
GM.5.0.Unknown.0001	smc3	Orthologs	N
GM.5.0.Unknown.0001	smc3	Orthologs	N
GM.5.0.Rel.0003	rela	Orthologs	N
GM.5.0.Rel.0003	rela	Orthologs	N
GM.5.0.Rel.0003	rel	Orthologs	N
GM.5.0.Rel.0003	rel	Orthologs	N
GM.5.0.Rel.0003	bcl3	Orthologs	N
GM.5.0.Rel.0003	bcl3	Orthologs	N
GM.5.0.Rel.0003	nfkb1	Orthologs	N
GM.5.0.Rel.0003	nfkb1	Orthologs	N
GM.5.0.Homeodomain.0018	isl2b	Orthologs	N
GM.5.0.Homeodomain.0018	isl2a	Orthologs	N
GM.5.0.Homeodomain.0018	isl1	Orthologs	N
GM.5.0.Homeodomain.0018	isl2b	Orthologs	N
GM.5.0.Homeodomain.0018	isl2a	Orthologs	N
GM.5.0.Homeodomain.0018	isl1	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb5a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb5b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb5a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb5b	Orthologs	N
GM.5.0.Homeodomain.0018	lhx4	Orthologs	N
GM.5.0.Homeodomain.0018	lhx4	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxd4a	Orthologs	N
GM.5.0.Homeodomain.0018	hoxd4a	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1ba	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0019	lmx1ba	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxa1a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxa1a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0019	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0019	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0019	hlx1	Orthologs	N
GM.5.0.Homeodomain.0019	hlx1	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb3a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa3a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb3a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa3a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0020	gsx1	Orthologs	N
GM.5.0.Homeodomain.0020	gsx2	Orthologs	N
GM.5.0.Homeodomain.0020	gsx1	Orthologs	N
GM.5.0.Homeodomain.0020	gsx2	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb5a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb5b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb5a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb5b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa5a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxa5a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0020	vax2	Orthologs	N
GM.5.0.Homeodomain.0020	vax1	Orthologs	N
GM.5.0.Homeodomain.0020	vax2	Orthologs	N
GM.5.0.Homeodomain.0020	vax1	Orthologs	N
GM.5.0.Homeodomain.0020	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0020	pdx1	Orthologs	N
GM.5.0.Homeodomain.0020	pdx1	Orthologs	N
GM.5.0.Homeodomain.0020	emx3	Orthologs	N
GM.5.0.Homeodomain.0020	emx1	Orthologs	N
GM.5.0.Homeodomain.0020	emx2	Orthologs	N
GM.5.0.Homeodomain.0020	emx3	Orthologs	N
GM.5.0.Homeodomain.0020	emx1	Orthologs	N
GM.5.0.Homeodomain.0020	emx2	Orthologs	N
GM.5.0.Homeodomain.0020	hoxd4a	Orthologs	N
GM.5.0.Homeodomain.0020	hoxd4a	Orthologs	N
GM.5.0.Ets.0007	elk1	Orthologs	N
GM.5.0.Ets.0007	elk1	Orthologs	N
GM.5.0.Ets.0007	etv4	Orthologs	N
GM.5.0.Ets.0007	etv4	Orthologs	N
GM.5.0.Ets.0007	erf	Orthologs	N
GM.5.0.Ets.0007	erfl3	Orthologs	N
GM.5.0.Ets.0007	erf	Orthologs	N
GM.5.0.Ets.0007	erfl3	Orthologs	N
GM.5.0.Ets.0007	fev	Orthologs	N
GM.5.0.Ets.0007	fev	Orthologs	N
GM.5.0.Ets.0007	ets2	Orthologs	N
GM.5.0.Ets.0007	ets2	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thrb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thrab	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thraa	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thrb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thrab	Orthologs	N
GM.5.0.Nuclear_receptor.0012	thraa	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr1	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr2b	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr2a	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr1	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr2b	Orthologs	N
GM.5.0.Nuclear_receptor.0012	esr2a	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrbb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrba	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrab	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxraa	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrgb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrga	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrbb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrba	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrab	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxraa	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrgb	Orthologs	N
GM.5.0.Nuclear_receptor.0012	rxrga	Orthologs	N
GM.5.0.Homeodomain.0021	hnf1ba	Orthologs	N
GM.5.0.Homeodomain.0021	hnf1ba	Orthologs	N
GM.5.0.Homeodomain.0021	hnf1a	Orthologs	N
GM.5.0.Homeodomain.0021	hnf1a	Orthologs	N
GM.5.0.AP-2.0001	tfap2d	Orthologs	N
GM.5.0.AP-2.0001	tfap2d	Orthologs	N
GM.5.0.AP-2.0001	tfap2c	Orthologs	N
GM.5.0.AP-2.0001	tfap2c	Orthologs	N
GM.5.0.AP-2.0001	tfap2a	Orthologs	N
GM.5.0.AP-2.0001	tfap2a	Orthologs	N
GM.5.0.AP-2.0001	tfap2e	Orthologs	N
GM.5.0.AP-2.0001	tfap2e	Orthologs	N
GM.5.0.AP-2.0001	tfap2b	Orthologs	N
GM.5.0.AP-2.0001	tfap2b	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp2	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp1b	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp1a	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp2	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp1b	Orthologs	N
GM.5.0.DP_E2F.0001	tfdp1a	Orthologs	N
GM.5.0.DP_E2F.0001	e2f7	Orthologs	N
GM.5.0.DP_E2F.0001	e2f7	Orthologs	N
GM.5.0.bZIP.0009	nfil3	Orthologs	N
GM.5.0.bZIP.0009	nfil3	Orthologs	N
GM.5.0.bZIP.0009	tefa	Orthologs	N
GM.5.0.bZIP.0009	tefb	Orthologs	N
GM.5.0.bZIP.0009	hlfb	Orthologs	N
GM.5.0.bZIP.0009	hlfa	Orthologs	N
GM.5.0.bZIP.0009	tefa	Orthologs	N
GM.5.0.bZIP.0009	tefb	Orthologs	N
GM.5.0.bZIP.0009	hlfb	Orthologs	N
GM.5.0.bZIP.0009	hlfa	Orthologs	N
GM.5.0.Myb_SANT.0002	prdm11	Orthologs	N
GM.5.0.Myb_SANT.0002	prdm11	Orthologs	N
GM.5.0.bZIP.0010	rxrbb	Orthologs	N
GM.5.0.bZIP.0010	rxrba	Orthologs	N
GM.5.0.bZIP.0010	rxrab	Orthologs	N
GM.5.0.bZIP.0010	rxraa	Orthologs	N
GM.5.0.bZIP.0010	rxrgb	Orthologs	N
GM.5.0.bZIP.0010	rxrga	Orthologs	N
GM.5.0.bZIP.0010	rxrbb	Orthologs	N
GM.5.0.bZIP.0010	rxrba	Orthologs	N
GM.5.0.bZIP.0010	rxrab	Orthologs	N
GM.5.0.bZIP.0010	rxraa	Orthologs	N
GM.5.0.bZIP.0010	rxrgb	Orthologs	N
GM.5.0.bZIP.0010	rxrga	Orthologs	N
GM.5.0.bZIP.0010	batf3	Orthologs	N
GM.5.0.bZIP.0010	si_dkey-23i12.7	Orthologs	N
GM.5.0.bZIP.0010	batf	Orthologs	N
GM.5.0.bZIP.0010	batf3	Orthologs	N
GM.5.0.bZIP.0010	si_dkey-23i12.7	Orthologs	N
GM.5.0.bZIP.0010	batf	Orthologs	N
GM.5.0.bZIP.0010	jun	Orthologs	N
GM.5.0.bZIP.0010	jun	Orthologs	N
GM.5.0.bZIP.0010	LOC101883970	Orthologs	N
GM.5.0.bZIP.0010	tcf3b	Orthologs	N
GM.5.0.bZIP.0010	tcf4	Orthologs	N
GM.5.0.bZIP.0010	tcf12	Orthologs	N
GM.5.0.bZIP.0010	LOC101883970	Orthologs	N
GM.5.0.bZIP.0010	tcf3b	Orthologs	N
GM.5.0.bZIP.0010	tcf4	Orthologs	N
GM.5.0.bZIP.0010	tcf12	Orthologs	N
GM.5.0.bZIP.0010	irf8	Orthologs	N
GM.5.0.bZIP.0010	irf10	Orthologs	N
GM.5.0.bZIP.0010	irf4a	Orthologs	N
GM.5.0.bZIP.0010	irf4l	Orthologs	N
GM.5.0.bZIP.0010	irf4b	Orthologs	N
GM.5.0.bZIP.0010	irf8	Orthologs	N
GM.5.0.bZIP.0010	irf10	Orthologs	N
GM.5.0.bZIP.0010	irf4a	Orthologs	N
GM.5.0.bZIP.0010	irf4l	Orthologs	N
GM.5.0.bZIP.0010	irf4b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0022	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0022	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0022	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0022	vtna	Orthologs	N
GM.5.0.Homeodomain.0022	vtnb	Orthologs	N
GM.5.0.Homeodomain.0022	prg4b	Orthologs	N
GM.5.0.Homeodomain.0022	prg4a	Orthologs	N
GM.5.0.Homeodomain.0022	vtna	Orthologs	N
GM.5.0.Homeodomain.0022	vtnb	Orthologs	N
GM.5.0.Homeodomain.0022	prg4b	Orthologs	N
GM.5.0.Homeodomain.0022	prg4a	Orthologs	N
